Nom;Sexe;AgeInit;PVInit;ModeFin;Duree;PVFin;Carcasse;Unite;Equation;a;b;PDMoy;Bgompertz;Entretien;PVmr2
1-F80;0;73;33.11645685;1;101;125.3;0.79;3;3;6.092626205;0.029254914;142.3834583;0.00755481;1;70
1-F81;0;73;34.80488297;1;101;125.3;0.79;3;3;3.695018729;0.019796811;134.6025837;0.006331248;1;70
1-F82;0;73;32.05069626;1;101;125.3;0.79;3;3;3.211993685;0.014383805;147.0414888;0.031217564;1;70
1-F83;0;73;35.66384183;1;101;125.3;0.79;3;3;4.670224405;0.013562142;157.3960632;0.006831898;1;70
1-F84;0;73;37.85674323;1;101;125.3;0.79;3;3;3.311455566;0.017219794;183.2624171;0.021287599;1;70
1-F85;0;73;32.22655099;1;101;125.3;0.79;3;3;2.144666406;0.017772211;153.3906855;0.019874851;1;70
1-F86;0;73;30.18855102;1;101;125.3;0.79;3;3;4.299762169;0.026144467;166.6966146;0.043233678;1;70
1-F87;0;73;33.51816405;1;101;125.3;0.79;3;3;3.44421149;0.017797842;146.6323886;0.002017532;1;70
1-F88;0;73;28.88345056;1;101;125.3;0.79;3;3;4.409558427;0.017060155;141.9979626;0.017687954;1;70
1-F89;0;73;26.98184839;1;101;125.3;0.79;3;3;5.234957169;0.028331716;128.8619082;0.013149158;1;70
1-F90;0;73;35.7599472;1;101;125.3;0.79;3;3;4.866608156;0.016964112;151.300786;0.041435482;1;70
1-F91;0;73;35.60805786;1;101;125.3;0.79;3;3;3.990574893;0.021852712;142.7363107;0.012839704;1;70
1-F92;0;73;28.56651899;1;101;125.3;0.79;3;3;3.533698543;0.016093306;130.0181916;0.010723048;1;70
1-F93;0;73;25.930018;1;101;125.3;0.79;3;3;4.906358448;0.018660438;145.3650088;0.014819135;1;70
1-F94;0;73;27.44424699;1;101;125.3;0.79;3;3;4.593559132;0.024495563;132.3361798;0.012836869;1;70
1-F95;0;73;26.83038304;1;101;125.3;0.79;3;3;4.86568708;0.020407001;145.9266034;0.020470872;1;70
1-F96;0;73;29.97657844;1;101;125.3;0.79;3;3;3.878766919;0.028617153;122.4807466;0.02645055;1;70
1-F97;0;73;31.05193539;1;101;125.3;0.79;3;3;6.866936517;0.028943389;144.9257187;0.035186209;1;70
1-F98;0;73;31.25429747;1;101;125.3;0.79;3;3;4.694198816;0.017373346;153.5329669;0.00886475;1;70
1-F99;0;73;32.77290132;1;101;125.3;0.79;3;3;4.913963613;0.024008159;156.5099829;0.021934651;1;70
1-F100;0;73;26.68531568;1;101;125.3;0.79;3;3;4.456102779;0.017305221;134.9976453;0.010361619;1;70
1-F101;0;73;31.9938375;1;101;125.3;0.79;3;3;4.993286816;0.022700277;132.9655787;0.023578346;1;70
1-F102;0;73;30.65466788;1;101;125.3;0.79;3;3;4.075357934;0.020350776;139.692516;0.005764578;1;70
1-F103;0;73;26.75438363;1;101;125.3;0.79;3;3;3.33220134;0.021200502;165.1752115;0.004792099;1;70
1-F104;0;73;31.4912356;1;101;125.3;0.79;3;3;2.615898446;0.019816371;151.8852574;0.032638805;1;70
1-F105;0;73;28.59097034;1;101;125.3;0.79;3;3;3.76439477;0.015125359;134.6321895;0.015477779;1;70
1-F106;0;73;27.82290669;1;101;125.3;0.79;3;3;6.236308673;0.01481122;146.647439;0.003968859;1;70
1-F107;0;73;26.81727298;1;101;125.3;0.79;3;3;5.708818985;0.029677743;117.6228203;0.006147318;1;70
1-F108;0;73;33.36475514;1;101;125.3;0.79;3;3;4.483356277;0.02214483;100.2623128;0.013115351;1;70
1-F109;0;73;35.88671004;1;101;125.3;0.79;3;3;5.34208232;0.017231245;151.5302153;0.020174767;1;70
1-F110;0;73;25.88777445;1;101;125.3;0.79;3;3;5.811878647;0.025421667;152.7743505;0.010410343;1;70
1-F111;0;73;24.29153385;1;101;125.3;0.79;3;3;2.759993792;0.030576848;86.88104587;0.01456886;1;70
1-F112;0;73;31.47863244;1;101;125.3;0.79;3;3;4.379147926;0.025772955;137.0355607;0.02469924;1;70
1-F113;0;73;39.4732181;1;101;125.3;0.79;3;3;4.124889932;0.015260134;170.1422818;0.017878754;1;70
1-F114;0;73;30.49417168;1;101;125.3;0.79;3;3;5.483937323;0.021277107;165.619792;0.014692287;1;70
1-F115;0;73;22.72856022;1;101;125.3;0.79;3;3;4.082365707;0.022187184;139.3488132;0.010899634;1;70
1-F116;0;73;32.27368358;1;101;125.3;0.79;3;3;4.100933199;0.019688316;158.4257277;0.014646908;1;70
1-F117;0;73;21.57777911;1;101;125.3;0.79;3;3;5.324570696;0.032040595;140.9890666;0.03624763;1;70
1-F118;0;73;32.66147169;1;101;125.3;0.79;3;3;4.743548033;0.024899648;138.6109796;0.014470136;1;70
1-F119;0;73;30.59615604;1;101;125.3;0.79;3;3;2.62761642;0.019818858;139.3060747;0.030050883;1;70
1-F120;0;73;29.05902606;1;101;125.3;0.79;3;3;4.715472866;0.028189136;130.2312192;0.010250268;1;70
1-F121;0;73;31.21200474;1;101;125.3;0.79;3;3;4.925295377;0.021476939;155.9136448;0.018242115;1;70
1-F122;0;73;26.91119841;1;101;125.3;0.79;3;3;4.125944843;0.026015578;133.1237275;0.046816467;1;70
1-F123;0;73;32.78268359;1;101;125.3;0.79;3;3;6.26229898;0.023227317;144.9298287;0.028130314;1;70
1-F124;0;73;29.33208881;1;101;125.3;0.79;3;3;4.722176447;0.027537834;140.6874361;0.01099422;1;70
1-F125;0;73;26.86398056;1;101;125.3;0.79;3;3;3.696729439;0.018887142;139.173435;0.011972433;1;70
1-F126;0;73;32.05330472;1;101;125.3;0.79;3;3;4.68325722;0.029462052;137.6569475;0.01158151;1;70
1-F127;0;73;30.70482252;1;101;125.3;0.79;3;3;4.822960356;0.023739488;125.8582887;0.008896946;1;70
1-F128;0;73;21.32923778;1;101;125.3;0.79;3;3;5.141983253;0.024841179;124.9573209;0.025301109;1;70
1-F129;0;73;27.53817415;1;101;125.3;0.79;3;3;4.250087697;0.026197481;150.9000035;0.008646958;1;70
1-F130;0;73;32.23143039;1;101;125.3;0.79;3;3;4.052255511;0.021467341;116.5918225;0.054159557;1;70
1-F131;0;73;34.885666;1;101;125.3;0.79;3;3;4.913242178;0.021524194;159.8900694;0.015301322;1;70
1-F132;0;73;26.87446515;1;101;125.3;0.79;3;3;4.032637357;0.020909729;157.7619902;0.00651436;1;70
1-F133;0;73;25.60752798;1;101;125.3;0.79;3;3;4.983632292;0.030403039;128.7882843;0.026369677;1;70
1-F134;0;73;30.22325096;1;101;125.3;0.79;3;3;4.560043031;0.02014959;143.0398552;0.017685009;1;70
1-F135;0;73;26.26118882;1;101;125.3;0.79;3;3;3.022273306;0.010244347;171.4380979;0.014370061;1;70
1-F136;0;73;31.07007616;1;101;125.3;0.79;3;3;5.293776515;0.020086079;154.066335;0.013056078;1;70
1-F137;0;73;31.36013957;1;101;125.3;0.79;3;3;4.927096427;0.021237314;158.4229178;0.020257355;1;70
1-F138;0;73;28.23338466;1;101;125.3;0.79;3;3;3.465487134;0.022350301;124.4672479;0.015883396;1;70
1-F139;0;73;30.47909784;1;101;125.3;0.79;3;3;4.941426633;0.014618877;161.6299998;0.00354276;1;70
1-F140;0;73;28.32994644;1;101;125.3;0.79;3;3;3.731424838;0.019377609;158.3670137;0.010260994;1;70
1-F141;0;73;32.76880875;1;101;125.3;0.79;3;3;5.498724776;0.022023508;135.4356136;0.008932177;1;70
1-F142;0;73;32.53345154;1;101;125.3;0.79;3;3;4.608393121;0.018571729;136.2173769;0.013027187;1;70
1-F143;0;73;26.85326308;1;101;125.3;0.79;3;3;3.578121902;0.024696659;126.028533;0.025990184;1;70
1-F144;0;73;29.10704598;1;101;125.3;0.79;3;3;2.287910041;0.00649036;157.6730394;0.012588452;1;70
1-F145;0;73;27.52340643;1;101;125.3;0.79;3;3;4.084472779;0.01254063;137.0012965;0.005927873;1;70
1-F146;0;73;29.33768851;1;101;125.3;0.79;3;3;4.038979476;0.02522475;122.2679669;0.009104401;1;70
1-F147;0;73;30.61370448;1;101;125.3;0.79;3;3;4.690566628;0.025485964;145.3923201;0.013177423;1;70
1-F148;0;73;28.1469552;1;101;125.3;0.79;3;3;4.514326504;0.019920632;153.2328925;0.004067742;1;70
1-F149;0;73;31.57595968;1;101;125.3;0.79;3;3;4.740320234;0.024639474;139.6901696;0.021553569;1;70
1-F150;0;73;26.29291514;1;101;125.3;0.79;3;3;4.273323517;0.019952398;150.8293034;0.032687871;1;70
1-F151;0;73;35.79450227;1;101;125.3;0.79;3;3;5.067587594;0.020093557;161.0452494;0.0021854;1;70
1-F152;0;73;31.27150619;1;101;125.3;0.79;3;3;5.574055441;0.031723154;170.2662202;0.018552219;1;70
1-F153;0;73;37.9709429;1;101;125.3;0.79;3;3;4.551247611;0.02187267;135.0699558;0.030478164;1;70
1-F154;0;73;28.4099471;1;101;125.3;0.79;3;3;6.163405258;0.030660813;122.1370114;0.00687639;1;70
1-F155;0;73;31.57150831;1;101;125.3;0.79;3;3;3.824460845;0.018183399;150.1758062;0.009254277;1;70
1-F156;0;73;37.60105966;1;101;125.3;0.79;3;3;5.338009447;0.024138509;138.0984577;0.021403109;1;70
1-F157;0;73;29.62216309;1;101;125.3;0.79;3;3;4.248950858;0.02080825;150.137966;0.044477831;1;70
1-F158;0;73;27.73446077;1;101;125.3;0.79;3;3;3.528365721;0.018167735;123.949807;0.018768192;1;70
1-F159;0;73;31.65706017;1;101;125.3;0.79;3;3;4.706102875;0.022398577;160.6649541;0.01776747;1;70
1-F160;0;73;29.799264;1;101;125.3;0.79;3;3;4.252954334;0.02300013;160.5237442;0.019846002;1;70
1-F161;0;73;32.35209545;1;101;125.3;0.79;3;3;4.734263223;0.021734666;142.3533186;0.003444647;1;70
1-F162;0;73;38.00211146;1;101;125.3;0.79;3;3;6.237147104;0.025699336;142.0112892;0.007023375;1;70
1-F163;0;73;30.18309946;1;101;125.3;0.79;3;3;4.350472339;0.022957699;166.0546724;0.00810298;1;70
1-F164;0;73;34.0906924;1;101;125.3;0.79;3;3;5.149633879;0.027285474;142.5594767;0.005881182;1;70
1-F165;0;73;24.54124892;1;101;125.3;0.79;3;3;4.425722052;0.0297767;131.244668;0.010564737;1;70
1-F166;0;73;31.69491495;1;101;125.3;0.79;3;3;3.474742441;0.02232883;141.9105666;0.022365846;1;70
1-F167;0;73;29.95747148;1;101;125.3;0.79;3;3;3.266140252;0.006638703;116.9906778;0.016443889;1;70
1-F168;0;73;31.25461519;1;101;125.3;0.79;3;3;3.893825129;0.017238197;131.0495168;0.015720312;1;70
1-F169;0;73;31.36614965;1;101;125.3;0.79;3;3;3.99088448;0.014193491;182.3499837;0.018497323;1;70
1-F170;0;73;35.51627146;1;101;125.3;0.79;3;3;4.067366285;0.029755536;148.1899092;0.014667226;1;70
1-F171;0;73;28.20332197;1;101;125.3;0.79;3;3;3.731853787;0.020928926;102.3456261;0.032030725;1;70
1-F172;0;73;31.72047249;1;101;125.3;0.79;3;3;4.438161324;0.02290749;145.5274428;0.026245577;1;70
1-F173;0;73;25.54343787;1;101;125.3;0.79;3;3;5.18550837;0.021711952;157.0360433;0.032328616;1;70
1-F174;0;73;34.63991474;1;101;125.3;0.79;3;3;5.19442622;0.016762335;160.0641271;0.021869104;1;70
1-F175;0;73;27.53940335;1;101;125.3;0.79;3;3;3.77961704;0.016927164;138.7342951;0.005066834;1;70
1-F176;0;73;32.60076785;1;101;125.3;0.79;3;3;4.999159892;0.016382078;166.7900831;0.00456156;1;70
1-F177;0;73;32.09822555;1;101;125.3;0.79;3;3;4.645168918;0.022936738;128.5496948;0.025833379;1;70
1-F178;0;73;42.55892016;1;101;125.3;0.79;3;3;3.96199129;0.015174636;168.5917333;0.020687563;1;70
1-F179;0;73;28.4205101;1;101;125.3;0.79;3;3;5.182710208;0.027104487;162.1378761;0.001260078;1;70
1-F180;0;73;26.03192781;1;101;125.3;0.79;3;3;4.343689076;0.024061356;141.2948872;0.019159093;1;70
1-F181;0;73;32.63067678;1;101;125.3;0.79;3;3;7.026067482;0.026677649;150.010503;0.016731068;1;70
1-F182;0;73;29.88042889;1;101;125.3;0.79;3;3;4.548159791;0.017626949;129.2693633;0.007601492;1;70
1-F183;0;73;27.64852212;1;101;125.3;0.79;3;3;4.104578492;0.030146456;87.70573215;0.023161512;1;70
1-F184;0;73;27.91268774;1;101;125.3;0.79;3;3;3.786487359;0.019646513;141.158703;0.015275477;1;70
1-F185;0;73;28.11320198;1;101;125.3;0.79;3;3;5.437722341;0.029275772;130.4725406;0.015207288;1;70
1-F186;0;73;30.43851698;1;101;125.3;0.79;3;3;5.485074309;0.027540065;140.7831795;0.052030688;1;70
1-F187;0;73;32.41347456;1;101;125.3;0.79;3;3;3.961414042;0.021116637;139.0076189;0.012286528;1;70
1-F188;0;73;31.56975179;1;101;125.3;0.79;3;3;4.526358762;0.021180937;151.2990933;0.046991161;1;70
1-F189;0;73;24.20064081;1;101;125.3;0.79;3;3;5.396622546;0.021142308;103.1158605;0.012683981;1;70
1-F190;0;73;28.97993472;1;101;125.3;0.79;3;3;5.893040692;0.022617424;119.9872482;0.014357411;1;70
1-F191;0;73;27.26741985;1;101;125.3;0.79;3;3;3.017606991;0.011324696;124.0173142;0.015227533;1;70
1-F192;0;73;32.85116042;1;101;125.3;0.79;3;3;3.747975517;0.023280061;138.5366352;0.006389899;1;70
1-F193;0;73;29.36113815;1;101;125.3;0.79;3;3;4.493281269;0.018644124;164.7048009;0.025821056;1;70
1-F194;0;73;36.73255195;1;101;125.3;0.79;3;3;4.212577894;0.02053324;144.7856216;0.008074223;1;70
1-F195;0;73;29.72864389;1;101;125.3;0.79;3;3;4.523660002;0.025149793;145.4370994;0.000779173;1;70
1-F196;0;73;31.81295714;1;101;125.3;0.79;3;3;2.955236706;0.019105998;138.4801608;0.0200266;1;70
1-F197;0;73;26.93601953;1;101;125.3;0.79;3;3;4.646817391;0.028112352;143.4835789;0.002681422;1;70
1-F198;0;73;32.05430002;1;101;125.3;0.79;3;3;6.881027534;0.032493875;142.0585097;0.010789678;1;70
1-F199;0;73;28.34535252;1;101;125.3;0.79;3;3;3.913884757;0.022163964;148.4006312;0.016122926;1;70
1-F200;0;73;29.80834514;1;101;125.3;0.79;3;3;3.667920533;0.02228474;142.4466825;0.006576071;1;70
1-F201;0;73;30.84831407;1;101;125.3;0.79;3;3;3.697239149;0.017760647;173.6797546;0.014260806;1;70
1-F202;0;73;30.76784631;1;101;125.3;0.79;3;3;4.657490486;0.025069014;101.8189757;0.014315475;1;70
1-F203;0;73;27.01941002;1;101;125.3;0.79;3;3;5.530196649;0.026084135;147.77205;0.016619313;1;70
1-F204;0;73;26.6372422;1;101;125.3;0.79;3;3;4.472607315;0.024057467;169.0066835;0.022767654;1;70
1-F205;0;73;28.75320539;1;101;125.3;0.79;3;3;3.336183193;0.022782491;104.4560371;0.011936333;1;70
1-F206;0;73;33.63724636;1;101;125.3;0.79;3;3;5.019915028;0.022166076;176.1249981;0.01706593;1;70
1-F207;0;73;29.43356529;1;101;125.3;0.79;3;3;4.294997966;0.028662542;142.0662462;0.017254418;1;70
1-F208;0;73;29.53430317;1;101;125.3;0.79;3;3;3.375225775;0.026791587;149.1744255;0.007896133;1;70
1-F209;0;73;29.62041696;1;101;125.3;0.79;3;3;3.808579663;0.010670345;188.2368181;0.010187037;1;70
1-F210;0;73;25.41138607;1;101;125.3;0.79;3;3;4.604627371;0.031858409;124.291463;0.028944883;1;70
1-F211;0;73;26.43733431;1;101;125.3;0.79;3;3;3.906825282;0.022559581;122.7672476;0.014743854;1;70
1-F212;0;73;31.82260117;1;101;125.3;0.79;3;3;5.859481649;0.024673437;167.6196986;0.01135535;1;70
1-F213;0;73;28.23719982;1;101;125.3;0.79;3;3;5.978476605;0.017782999;156.5494418;0.00209523;1;70
1-F214;0;73;30.69277188;1;101;125.3;0.79;3;3;5.523523748;0.014707111;143.9844846;0.014579694;1;70
1-F215;0;73;23.02597471;1;101;125.3;0.79;3;3;5.98844794;0.025118869;144.3376741;0.058269858;1;70
1-F216;0;73;28.75216218;1;101;125.3;0.79;3;3;5.578868743;0.029650349;139.3174964;0.01950601;1;70
1-F217;0;73;25.59765592;1;101;125.3;0.79;3;3;3.741719448;0.02526394;128.3425265;0.011456975;1;70
1-F218;0;73;24.40911663;1;101;125.3;0.79;3;3;6.624885557;0.034672666;148.5828336;0.029077513;1;70
1-F219;0;73;29.09408006;1;101;125.3;0.79;3;3;3.168445374;0.016633579;145.5605726;0.001044691;1;70
1-F220;0;73;30.06740942;1;101;125.3;0.79;3;3;4.612315605;0.026877709;135.1342315;0.016652386;1;70
1-F221;0;73;26.55811001;1;101;125.3;0.79;3;3;4.70498711;0.020998244;129.5250001;0.032578946;1;70
1-F222;0;73;29.75472912;1;101;125.3;0.79;3;3;3.646878536;0.016240135;153.6393196;0.028024384;1;70
1-F223;0;73;26.32943338;1;101;125.3;0.79;3;3;5.025280169;0.027684512;99.18930882;0.020850505;1;70
1-F224;0;73;29.14002056;1;101;125.3;0.79;3;3;4.628359629;0.021438364;121.2435823;0.0169035;1;70
1-F225;0;73;31.225517;1;101;125.3;0.79;3;3;4.886644744;0.034299108;131.4871093;0.008292774;1;70
1-F226;0;73;29.8957006;1;101;125.3;0.79;3;3;5.364068765;0.023304453;147.565576;0.012101204;1;70
1-F227;0;73;35.62026739;1;101;125.3;0.79;3;3;4.561774123;0.017128834;164.6691392;0.006900893;1;70
1-F228;0;73;34.18651715;1;101;125.3;0.79;3;3;4.610873256;0.017473336;164.8149872;0.024086322;1;70
1-F229;0;73;26.75131202;1;101;125.3;0.79;3;3;3.879969592;0.023321184;139.3056856;0.012131868;1;70
1-F230;0;73;28.37074432;1;101;125.3;0.79;3;3;5.072127793;0.01641656;146.5200884;0.026348703;1;70
1-F231;0;73;26.8330907;1;101;125.3;0.79;3;3;3.206503462;0.020109392;125.0853786;0.01949582;1;70
1-F232;0;73;28.21373126;1;101;125.3;0.79;3;3;4.668871248;0.024788731;139.3047299;0.012775423;1;70
1-F233;0;73;27.80111778;1;101;125.3;0.79;3;3;5.172864887;0.027629956;122.6388821;0.000969766;1;70
1-F234;0;73;33.47911458;1;101;125.3;0.79;3;3;3.979272236;0.021836077;137.7458548;0.023953933;1;70
1-F235;0;73;30.37768871;1;101;125.3;0.79;3;3;5.325907142;0.02552197;150.8766451;0.007180883;1;70
